A Abreviation,Dog,H Abreviation,Matchup ID,Schedule Date,Schedule Playoff,Schedule Week,Stadium,Team Favorite Id,Team ID,Team's playing,Team_Season,Opponent Score,Schedule Season,Score Away,Score Home,Spread,Team Score
DAL,DAL,ATL,ATLDAL,11/18/2018,FALSE,11,Mercedes-Benz Stadium,ATL,DAL,DAL@ATL,2018_DAL,19,2018,22,19,3.5,22
BUF,BUF,KC,BUFKC,11/19/2000,FALSE,12,Arrowhead Stadium,KC,BUF,BUF@KC,2000_BUF,17,2000,21,17,3,21
CHI,CHI,TB,CHITB,11/27/2005,FALSE,12,Raymond James Stadium,TB,CHI,CHI@TB,2005_CHI,10,2005,13,10,3,13
CHI,CHI,TB,CHITB,11/27/2005,FALSE,12,Raymond James Stadium,TB,TB,CHI@TB,2005_TB,13,2005,13,10,-3,10
HOU,HOU,CLE,CLEHOU,11/23/2008,FALSE,12,FirstEnergy Stadium,CLE,CLE,HOU@CLE,2008_CLE,16,2008,16,6,-3,6
HOU,HOU,CLE,CLEHOU,11/23/2008,FALSE,12,FirstEnergy Stadium,CLE,HOU,HOU@CLE,2008_HOU,6,2008,16,6,3,16
IND,IND,LAC,INDLAC,11/23/2008,FALSE,12,Qualcomm Stadium,LAC,IND,IND@LAC,2008_IND,20,2008,23,20,3,23
IND,IND,LAC,INDLAC,11/23/2008,FALSE,12,Qualcomm Stadium,LAC,LAC,IND@LAC,2008_LAC,23,2008,23,20,-3,20
CIN,CIN,HOU,CINHOU,11/23/2014,FALSE,12,Reliant Stadium,HOU,CIN,CIN@HOU,2014_CIN,13,2014,22,13,3,22
CIN,CIN,HOU,CINHOU,11/23/2014,FALSE,12,Reliant Stadium,HOU,HOU,CIN@HOU,2014_HOU,22,2014,22,13,-3,13
NYJ,NYJ,HOU,HOUNYJ,11/28/2021,FALSE,12,NRG Stadium,HOU,HOU,NYJ@HOU,2021_HOU,21,2021,21,14,-3,14
NYJ,NYJ,HOU,HOUNYJ,11/28/2021,FALSE,12,NRG Stadium,HOU,NYJ,NYJ@HOU,2021_NYJ,14,2021,21,14,3,21
BUF,BUF,NYG,BUFNYG,11/30/2003,FALSE,13,Giants Stadium,NYG,BUF,BUF@NYG,2003_BUF,7,2003,24,7,3,24
MIN,MIN,ATL,ATLMIN,12/3/2017,FALSE,13,Georgia Dome,ATL,ATL,MIN@ATL,2017_ATL,14,2017,14,9,-3,9
MIN,MIN,ATL,ATLMIN,12/3/2017,FALSE,13,Georgia Dome,ATL,MIN,MIN@ATL,2017_MIN,9,2017,14,9,3,14
SF,SF,CHI,CHISF,12/3/2017,FALSE,13,Soldier Field,CHI,CHI,SF@CHI,2017_CHI,15,2017,15,14,-3,14
SF,SF,CHI,CHISF,12/3/2017,FALSE,13,Soldier Field,CHI,SF,SF@CHI,2017_SF,14,2017,15,14,3,15
LAC,LAC,DET,DETLAC,12/7/2003,FALSE,14,Ford Field,DET,LAC,LAC@DET,2003_LAC,7,2003,14,7,3,14
BAL,BAL,KC,BALKC,12/10/2006,FALSE,14,Arrowhead Stadium,KC,BAL,BAL@KC,2006_BAL,10,2006,20,10,3,20
BAL,BAL,KC,BALKC,12/10/2006,FALSE,14,Arrowhead Stadium,KC,KC,BAL@KC,2006_KC,20,2006,20,10,-3,10
LAC,LAC,DAL,DALLAC,12/13/2009,FALSE,14,Cowboys Stadium,DAL,DAL,LAC@DAL,2009_DAL,20,2009,20,17,-3.5,17
LAC,LAC,DAL,DALLAC,12/13/2009,FALSE,14,Cowboys Stadium,DAL,LAC,LAC@DAL,2009_LAC,17,2009,20,17,3.5,20
PHI,PHI,MIA,MIAPHI,12/11/2011,FALSE,14,Sun Life Stadium,MIA,MIA,PHI@MIA,2011_MIA,26,2011,26,10,-3,10
PHI,PHI,MIA,MIAPHI,12/11/2011,FALSE,14,Sun Life Stadium,MIA,PHI,PHI@MIA,2011_PHI,10,2011,26,10,3,26
DAL,DAL,CIN,CINDAL,12/9/2012,FALSE,14,Paul Brown Stadium,CIN,CIN,DAL@CIN,2012_CIN,20,2012,20,19,-3.5,19
DAL,DAL,CIN,CINDAL,12/9/2012,FALSE,14,Paul Brown Stadium,CIN,DAL,DAL@CIN,2012_DAL,19,2012,20,19,3.5,20
LAR,LAR,BUF,BUFLAR,12/9/2012,FALSE,14,Ralph Wilson Stadium,BUF,BUF,LAR@BUF,2012_BUF,15,2012,15,12,-3,12
LAR,LAR,BUF,BUFLAR,12/9/2012,FALSE,14,Ralph Wilson Stadium,BUF,LAR,LAR@BUF,2012_LAR,12,2012,15,12,3,15
BAL,BAL,MIA,BALMIA,12/7/2014,FALSE,14,Sun Life Stadium,MIA,BAL,BAL@MIA,2014_BAL,13,2014,28,13,3,28
BAL,BAL,MIA,BALMIA,12/7/2014,FALSE,14,Sun Life Stadium,MIA,MIA,BAL@MIA,2014_MIA,28,2014,28,13,-3,13
NYJ,NYJ,SF,NYJSF,12/11/2016,FALSE,14,Levi's Stadium,SF,NYJ,NYJ@SF,2016_NYJ,17,2016,23,17,3,23
NYJ,NYJ,SF,NYJSF,12/11/2016,FALSE,14,Levi's Stadium,SF,SF,NYJ@SF,2016_SF,23,2016,23,17,-3,17
KC,KC,NE,KCNE,12/8/2019,FALSE,14,Gillette Stadium,NE,KC,KC@NE,2019_KC,16,2019,23,16,3,23
KC,KC,NE,KCNE,12/8/2019,FALSE,14,Gillette Stadium,NE,NE,KC@NE,2019_NE,23,2019,23,16,-3,16
WAS,WAS,SF,SFWAS,12/13/2020,FALSE,14,Levi's Stadium,SF,SF,WAS@SF,2020_SF,23,2020,23,15,-3,15
WAS,WAS,SF,SFWAS,12/13/2020,FALSE,14,Levi's Stadium,SF,WAS,WAS@SF,2020_WAS,15,2020,23,15,3,23
GB,GB,SF,GBSF,12/15/2002,FALSE,15,Candlestick Park,SF,GB,GB@SF,2002_GB,14,2002,20,14,3,20
CLE,CLE,LVR,CLELVR,12/18/2005,FALSE,15,Oakland Coliseum,LVR,CLE,CLE@LVR,2005_CLE,7,2005,9,7,3,9
CLE,CLE,LVR,CLELVR,12/18/2005,FALSE,15,Oakland Coliseum,LVR,LVR,CLE@LVR,2005_LVR,9,2005,9,7,-3,7
PHI,PHI,LAR,LARPHI,12/18/2005,FALSE,15,Edward Jones Dome,LAR,LAR,PHI@LAR,2005_LAR,17,2005,17,16,-3,16
PHI,PHI,LAR,LARPHI,12/18/2005,FALSE,15,Edward Jones Dome,LAR,PHI,PHI@LAR,2005_PHI,16,2005,17,16,3,17
NYJ,NYJ,MIN,MINNYJ,12/17/2006,FALSE,15,Hubert H. Humphrey Metrodome,MIN,MIN,NYJ@MIN,2006_MIN,26,2006,26,13,-3,13
NYJ,NYJ,MIN,MINNYJ,12/17/2006,FALSE,15,Hubert H. Humphrey Metrodome,MIN,NYJ,NYJ@MIN,2006_NYJ,13,2006,26,13,3,26
KC,KC,LAR,KCLAR,12/19/2010,FALSE,15,Edward Jones Dome,LAR,KC,KC@LAR,2010_KC,13,2010,27,13,3,27
KC,KC,LAR,KCLAR,12/19/2010,FALSE,15,Edward Jones Dome,LAR,LAR,KC@LAR,2010_LAR,27,2010,27,13,-3,13
CAR,CAR,LAC,CARLAC,12/16/2012,FALSE,15,Qualcomm Stadium,LAC,CAR,CAR@LAC,2012_CAR,7,2012,31,7,3,31
CAR,CAR,LAC,CARLAC,12/16/2012,FALSE,15,Qualcomm Stadium,LAC,LAC,CAR@LAC,2012_LAC,31,2012,31,7,-3,7
CIN,CIN,DEN,CINDEN,12/19/2021,FALSE,15,Empower Field at Mile High,DEN,CIN,CIN@DEN,2021_CIN,10,2021,15,10,3,15
CIN,CIN,DEN,CINDEN,12/19/2021,FALSE,15,Empower Field at Mile High,DEN,DEN,CIN@DEN,2021_DEN,15,2021,15,10,-3,10
IND,IND,MIA,INDMIA,12/17/2000,FALSE,16,Sun Life Stadium,MIA,IND,IND@MIA,2000_IND,13,2000,20,13,3,20
NO,NO,NYG,NONYG,12/24/2006,FALSE,16,Giants Stadium,NYG,NO,NO@NYG,2006_NO,7,2006,30,7,3,30
NO,NO,NYG,NONYG,12/24/2006,FALSE,16,Giants Stadium,NYG,NYG,NO@NYG,2006_NYG,30,2006,30,7,-3,7
TB,TB,CLE,CLETB,12/24/2006,FALSE,16,FirstEnergy Stadium,CLE,CLE,TB@CLE,2006_CLE,22,2006,22,7,-3,7
TB,TB,CLE,CLETB,12/24/2006,FALSE,16,FirstEnergy Stadium,CLE,TB,TB@CLE,2006_TB,7,2006,22,7,3,22
ATL,ATL,MIN,ATLMIN,12/21/2008,FALSE,16,Hubert H. Humphrey Metrodome,MIN,ATL,ATL@MIN,2008_ATL,17,2008,24,17,3,24
ATL,ATL,MIN,ATLMIN,12/21/2008,FALSE,16,Hubert H. Humphrey Metrodome,MIN,MIN,ATL@MIN,2008_MIN,24,2008,24,17,-3,17
NYG,NYG,NYJ,NYGNYJ,12/24/2011,FALSE,16,MetLife Stadium,NYJ,NYG,NYG@NYJ,2011_NYG,14,2011,29,14,3,29
NYG,NYG,NYJ,NYGNYJ,12/24/2011,FALSE,16,MetLife Stadium,NYJ,NYJ,NYG@NYJ,2011_NYJ,29,2011,29,14,-3,14
LAR,LAR,TB,LARTB,12/23/2012,FALSE,16,Raymond James Stadium,TB,LAR,LAR@TB,2012_LAR,13,2012,28,13,3,28
LAR,LAR,TB,LARTB,12/23/2012,FALSE,16,Raymond James Stadium,TB,TB,LAR@TB,2012_TB,28,2012,28,13,-3,13
JAX,JAX,MIA,JAXMIA,12/23/2018,FALSE,16,Hard Rock Stadium,MIA,JAX,JAX@MIA,2018_JAX,7,2018,17,7,3,17
JAX,JAX,MIA,JAXMIA,12/23/2018,FALSE,16,Hard Rock Stadium,MIA,MIA,JAX@MIA,2018_MIA,17,2018,17,7,-3,7
IND,IND,ARI,ARIIND,12/25/2021,FALSE,16,State Farm Stadium,ARI,ARI,IND@ARI,2021_ARI,22,2021,22,16,-3,16
IND,IND,ARI,ARIIND,12/25/2021,FALSE,16,State Farm Stadium,ARI,IND,IND@ARI,2021_IND,16,2021,22,16,3,22
GB,GB,MIA,GBMIA,12/25/2022,FALSE,16,Hard Rock Stadium,MIA,GB,GB@MIA,2022_GB,20,2022,26,20,3.5,26
GB,GB,MIA,GBMIA,12/25/2022,FALSE,16,Hard Rock Stadium,MIA,MIA,GB@MIA,2022_MIA,26,2022,26,20,-3.5,20
NO,NO,CLE,CLENO,12/24/2022,FALSE,16,FirstEnergy Stadium,CLE,CLE,NO@CLE,2022_CLE,17,2022,17,10,-3,10
NO,NO,CLE,CLENO,12/24/2022,FALSE,16,FirstEnergy Stadium,CLE,NO,NO@CLE,2022_NO,10,2022,17,10,3,17
PHI,PHI,TB,PHITB,1/6/2002,FALSE,17,Raymond James Stadium,TB,PHI,PHI@TB,2001_PHI,13,2001,17,13,3,17
SEA,SEA,TB,SEATB,12/31/2006,FALSE,17,Raymond James Stadium,TB,SEA,SEA@TB,2006_SEA,7,2006,23,7,3,23
SEA,SEA,TB,SEATB,12/31/2006,FALSE,17,Raymond James Stadium,TB,TB,SEA@TB,2006_TB,23,2006,23,7,-3,7
GB,GB,ARI,ARIGB,1/3/2010,FALSE,17,University of Phoenix Stadium,ARI,ARI,GB@ARI,2009_ARI,33,2009,33,7,-3,7
GB,GB,ARI,ARIGB,1/3/2010,FALSE,17,University of Phoenix Stadium,ARI,GB,GB@ARI,2009_GB,7,2009,33,7,3,33
TB,TB,MIN,MINTB,9/11/2005,FALSE,1,Hubert H. Humphrey Metrodome,MIN,MIN,TB@MIN,2005_MIN,24,2005,24,13,-6,13
TB,TB,MIN,MINTB,9/11/2005,FALSE,1,Hubert H. Humphrey Metrodome,MIN,TB,TB@MIN,2005_TB,13,2005,24,13,6,24
MIN,MIN,WAS,MINWAS,9/11/2006,FALSE,1,FedEx Field,WAS,MIN,MIN@WAS,2006_MIN,16,2006,19,16,4,19
MIN,MIN,WAS,MINWAS,9/11/2006,FALSE,1,FedEx Field,WAS,WAS,MIN@WAS,2006_WAS,19,2006,19,16,-4,16
DEN,DEN,CIN,CINDEN,9/13/2009,FALSE,1,Paul Brown Stadium,CIN,CIN,DEN@CIN,2009_CIN,12,2009,12,7,-5,7
DEN,DEN,CIN,CINDEN,9/13/2009,FALSE,1,Paul Brown Stadium,CIN,DEN,DEN@CIN,2009_DEN,7,2009,12,7,5,12
NYJ,NYJ,HOU,HOUNYJ,9/13/2009,FALSE,1,Reliant Stadium,HOU,HOU,NYJ@HOU,2009_HOU,24,2009,24,7,-4.5,7
NYJ,NYJ,HOU,HOUNYJ,9/13/2009,FALSE,1,Reliant Stadium,HOU,NYJ,NYJ@HOU,2009_NYJ,7,2009,24,7,4.5,24
TEN,TEN,PIT,PITTEN,9/8/2013,FALSE,1,Heinz Field,PIT,PIT,TEN@PIT,2013_PIT,16,2013,16,9,-6,9
TEN,TEN,PIT,PITTEN,9/8/2013,FALSE,1,Heinz Field,PIT,TEN,TEN@PIT,2013_TEN,9,2013,16,9,6,16
NYG,NYG,TEN,NYGTEN,9/11/2022,FALSE,1,Nissan Stadium,TEN,NYG,NYG@TEN,2022_NYG,20,2022,21,20,5.5,21
NYG,NYG,TEN,NYGTEN,9/11/2022,FALSE,1,Nissan Stadium,TEN,TEN,NYG@TEN,2022_TEN,21,2022,21,20,-5.5,20
BUF,BUF,JAX,BUFJAX,9/14/2008,FALSE,2,EverBank Field,JAX,BUF,BUF@JAX,2008_BUF,16,2008,20,16,4,20
BUF,BUF,JAX,BUFJAX,9/14/2008,FALSE,2,EverBank Field,JAX,JAX,BUF@JAX,2008_JAX,20,2008,20,16,-4,16
MIA,MIA,MIN,MIAMIN,9/19/2010,FALSE,2,Mall of America Field,MIN,MIA,MIA@MIN,2010_MIA,10,2010,14,10,6,14
MIA,MIA,MIN,MIAMIN,9/19/2010,FALSE,2,Mall of America Field,MIN,MIN,MIA@MIN,2010_MIN,14,2010,14,10,-6,10
PIT,PIT,TEN,PITTEN,9/19/2010,FALSE,2,Nissan Stadium,TEN,PIT,PIT@TEN,2010_PIT,11,2010,19,11,6,19
PIT,PIT,TEN,PITTEN,9/19/2010,FALSE,2,Nissan Stadium,TEN,TEN,PIT@TEN,2010_TEN,19,2010,19,11,-6,11
LAR,LAR,TB,LARTB,9/14/2014,FALSE,2,Raymond James Stadium,TB,LAR,LAR@TB,2014_LAR,17,2014,19,17,4,19
LAR,LAR,TB,LARTB,9/14/2014,FALSE,2,Raymond James Stadium,TB,TB,LAR@TB,2014_TB,19,2014,19,17,-4,17
NYJ,NYJ,IND,INDNYJ,9/21/2015,FALSE,2,Lucas Oil Stadium,IND,IND,NYJ@IND,2015_IND,20,2015,20,7,-6,7
NYJ,NYJ,IND,INDNYJ,9/21/2015,FALSE,2,Lucas Oil Stadium,IND,NYJ,NYJ@IND,2015_NYJ,7,2015,20,7,6,20
TEN,TEN,DET,DETTEN,9/18/2016,FALSE,2,Ford Field,DET,DET,TEN@DET,2016_DET,16,2016,16,15,-6,15
TEN,TEN,DET,DETTEN,9/18/2016,FALSE,2,Ford Field,DET,TEN,TEN@DET,2016_TEN,15,2016,16,15,6,16
MIA,MIA,LAC,LACMIA,9/17/2017,FALSE,2,StubHub Center,LAC,LAC,MIA@LAC,2017_LAC,19,2017,19,17,-4.5,17
MIA,MIA,LAC,LACMIA,9/17/2017,FALSE,2,StubHub Center,LAC,MIA,MIA@LAC,2017_MIA,17,2017,19,17,4.5,19
IND,IND,WAS,INDWAS,9/16/2018,FALSE,2,FedEx Field,WAS,IND,IND@WAS,2018_IND,9,2018,21,9,6,21
IND,IND,WAS,INDWAS,9/16/2018,FALSE,2,FedEx Field,WAS,WAS,IND@WAS,2018_WAS,21,2018,21,9,-6,9
LVR,LVR,PIT,LVRPIT,9/19/2021,FALSE,2,Heinz Field,PIT,LVR,LVR@PIT,2021_LVR,17,2021,26,17,6,26
LVR,LVR,PIT,LVRPIT,9/19/2021,FALSE,2,Heinz Field,PIT,PIT,LVR@PIT,2021_PIT,26,2021,26,17,-6,17
BAL,BAL,DEN,BALDEN,9/30/2001,FALSE,3,Sports Authority Field at Mile High,DEN,BAL,BAL@DEN,2001_BAL,13,2001,20,13,4.5,20
TEN,TEN,NO,NOTEN,9/24/2007,FALSE,3,Louisiana Superdome,NO,NO,TEN@NO,2007_NO,31,2007,31,14,-4.5,14
TEN,TEN,NO,NOTEN,9/24/2007,FALSE,3,Louisiana Superdome,NO,TEN,TEN@NO,2007_TEN,14,2007,31,14,4.5,31
DET,DET,ARI,ARIDET,9/27/2020,FALSE,3,University of Phoenix Stadium,ARI,ARI,DET@ARI,2020_ARI,26,2020,26,23,-5.5,23
DET,DET,ARI,ARIDET,9/27/2020,FALSE,3,University of Phoenix Stadium,ARI,DET,DET@ARI,2020_DET,23,2020,26,23,5.5,26
DEN,DEN,JAX,DENJAX,10/2/2005,FALSE,4,EverBank Field,JAX,DEN,DEN@JAX,2005_DEN,7,2005,20,7,4,20
DEN,DEN,JAX,DENJAX,10/2/2005,FALSE,4,EverBank Field,JAX,JAX,DEN@JAX,2005_JAX,20,2005,20,7,-4,7
NYG,NYG,BUF,BUFNYG,10/4/2015,FALSE,4,Ralph Wilson Stadium,BUF,BUF,NYG@BUF,2015_BUF,24,2015,24,10,-6,10
NYG,NYG,BUF,BUFNYG,10/4/2015,FALSE,4,Ralph Wilson Stadium,BUF,NYG,NYG@BUF,2015_NYG,10,2015,24,10,6,24
CAR,CAR,HOU,CARHOU,9/29/2019,FALSE,4,NRG Stadium,HOU,CAR,CAR@HOU,2019_CAR,10,2019,16,10,5,16
CAR,CAR,HOU,CARHOU,9/29/2019,FALSE,4,NRG Stadium,HOU,HOU,CAR@HOU,2019_HOU,16,2019,16,10,-5,10
ARI,ARI,CAR,ARICAR,10/6/2002,FALSE,5,Bank of America Stadium,CAR,ARI,ARI@CAR,2002_ARI,13,2002,16,13,5,16
CLE,CLE,BUF,BUFCLE,10/11/2009,FALSE,5,Ralph Wilson Stadium,BUF,BUF,CLE@BUF,2009_BUF,6,2009,6,3,-5.5,3
CLE,CLE,BUF,BUFCLE,10/11/2009,FALSE,5,Ralph Wilson Stadium,BUF,CLE,CLE@BUF,2009_CLE,3,2009,6,3,5.5,6
LVR,LVR,HOU,HOULVR,10/9/2011,FALSE,5,Reliant Stadium,HOU,HOU,LVR@HOU,2011_HOU,25,2011,25,20,-4.5,20
LVR,LVR,HOU,HOULVR,10/9/2011,FALSE,5,Reliant Stadium,HOU,LVR,LVR@HOU,2011_LVR,20,2011,25,20,4.5,25
BUF,BUF,DET,BUFDET,10/5/2014,FALSE,5,Ford Field,DET,BUF,BUF@DET,2014_BUF,14,2014,17,14,4.5,17
BUF,BUF,DET,BUFDET,10/5/2014,FALSE,5,Ford Field,DET,DET,BUF@DET,2014_DET,17,2014,17,14,-4.5,14
PIT,PIT,LAC,LACPIT,10/12/2015,FALSE,5,Qualcomm Stadium,LAC,LAC,PIT@LAC,2015_LAC,24,2015,24,20,-4,20
PIT,PIT,LAC,LACPIT,10/12/2015,FALSE,5,Qualcomm Stadium,LAC,PIT,PIT@LAC,2015_PIT,20,2015,24,20,4,24
WAS,WAS,BAL,BALWAS,10/9/2016,FALSE,5,M&T Bank Stadium,BAL,BAL,WAS@BAL,2016_BAL,16,2016,16,10,-4,10
WAS,WAS,BAL,BALWAS,10/9/2016,FALSE,5,M&T Bank Stadium,BAL,WAS,WAS@BAL,2016_WAS,10,2016,16,10,4,16
CHI,CHI,LVR,CHILVR,10/10/2021,FALSE,5,Allegiant Stadium,LVR,CHI,CHI@LVR,2021_CHI,9,2021,20,9,5.5,20
CHI,CHI,LVR,CHILVR,10/10/2021,FALSE,5,Allegiant Stadium,LVR,LVR,CHI@LVR,2021_LVR,20,2021,20,9,-5.5,9
DAL,DAL,LAR,DALLAR,10/9/2022,FALSE,5,SoFi Stadium,LAR,DAL,DAL@LAR,2022_DAL,10,2022,22,10,5,22
DAL,DAL,LAR,DALLAR,10/9/2022,FALSE,5,SoFi Stadium,LAR,LAR,DAL@LAR,2022_LAR,22,2022,22,10,-5,10
PIT,PIT,TB,PITTB,10/21/2001,FALSE,6,Raymond James Stadium,TB,PIT,PIT@TB,2001_PIT,10,2001,17,10,5,17
ATL,ATL,NYG,ATLNYG,10/13/2002,FALSE,6,Giants Stadium,NYG,ATL,ATL@NYG,2002_ATL,10,2002,17,10,6,17
GB,GB,NE,GBNE,10/13/2002,FALSE,6,Gillette Stadium,NE,GB,GB@NE,2002_GB,10,2002,28,10,4.5,28
CAR,CAR,ARI,ARICAR,10/14/2007,FALSE,6,University of Phoenix Stadium,ARI,ARI,CAR@ARI,2007_ARI,25,2007,25,10,-6,10
CAR,CAR,ARI,ARICAR,10/14/2007,FALSE,6,University of Phoenix Stadium,ARI,CAR,CAR@ARI,2007_CAR,10,2007,25,10,6,25
SF,SF,DET,DETSF,10/16/2011,FALSE,6,Ford Field,DET,DET,SF@DET,2011_DET,25,2011,25,19,-5,19
SF,SF,DET,DETSF,10/16/2011,FALSE,6,Ford Field,DET,SF,SF@DET,2011_SF,19,2011,25,19,5,25
BUF,BUF,ARI,ARIBUF,10/14/2012,FALSE,6,University of Phoenix Stadium,ARI,ARI,BUF@ARI,2012_ARI,19,2012,19,16,-5,16
BUF,BUF,ARI,ARIBUF,10/14/2012,FALSE,6,University of Phoenix Stadium,ARI,BUF,BUF@ARI,2012_BUF,16,2012,19,16,5,19
DAL,DAL,GB,DALGB,10/16/2016,FALSE,6,Lambeau Field,GB,DAL,DAL@GB,2016_DAL,16,2016,30,16,5,30
DAL,DAL,GB,DALGB,10/16/2016,FALSE,6,Lambeau Field,GB,GB,DAL@GB,2016_GB,30,2016,30,16,-5,16
PIT,PIT,LAC,LACPIT,10/13/2019,FALSE,6,Dignity Health Sports Park,LAC,LAC,PIT@LAC,2019_LAC,24,2019,24,17,-6,17
PIT,PIT,LAC,LACPIT,10/13/2019,FALSE,6,Dignity Health Sports Park,LAC,PIT,PIT@LAC,2019_PIT,17,2019,24,17,6,24
CHI,CHI,PHI,CHIPHI,10/21/2007,FALSE,7,Lincoln Financial Field,PHI,CHI,CHI@PHI,2007_CHI,16,2007,19,16,5.5,19
CHI,CHI,PHI,CHIPHI,10/21/2007,FALSE,7,Lincoln Financial Field,PHI,PHI,CHI@PHI,2007_PHI,19,2007,19,16,-5.5,16
ATL,ATL,DET,ATLDET,10/23/2011,FALSE,7,Ford Field,DET,ATL,ATL@DET,2011_ATL,16,2011,23,16,4.5,23
ATL,ATL,DET,ATLDET,10/23/2011,FALSE,7,Ford Field,DET,DET,ATL@DET,2011_DET,23,2011,23,16,-4.5,16
NO,NO,IND,INDNO,10/25/2015,FALSE,7,Lucas Oil Stadium,IND,IND,NO@IND,2015_IND,27,2015,27,21,-5,21
NO,NO,IND,INDNO,10/25/2015,FALSE,7,Lucas Oil Stadium,IND,NO,NO@IND,2015_NO,21,2015,27,21,5,27
CAR,CAR,PHI,CARPHI,10/21/2018,FALSE,7,Lincoln Financial Field,PHI,CAR,CAR@PHI,2018_CAR,17,2018,21,17,5,21
CAR,CAR,PHI,CARPHI,10/21/2018,FALSE,7,Lincoln Financial Field,PHI,PHI,CAR@PHI,2018_PHI,21,2018,21,17,-5,17
LAR,LAR,DET,DETLAR,11/1/2009,FALSE,8,Ford Field,DET,DET,LAR@DET,2009_DET,17,2009,17,10,-4,10
LAR,LAR,DET,DETLAR,11/1/2009,FALSE,8,Ford Field,DET,LAR,LAR@DET,2009_LAR,10,2009,17,10,4,17
GB,GB,NYJ,GBNYJ,10/31/2010,FALSE,8,MetLife Stadium,NYJ,GB,GB@NYJ,2010_GB,0,2010,9,0,6,9
GB,GB,NYJ,GBNYJ,10/31/2010,FALSE,8,MetLife Stadium,NYJ,NYJ,GB@NYJ,2010_NYJ,9,2010,9,0,-6,0
DAL,DAL,MIN,DALMIN,10/31/2021,FALSE,8,U.S. Bank Stadium,MIN,DAL,DAL@MIN,2021_DAL,16,2021,20,16,4,20
DAL,DAL,MIN,DALMIN,10/31/2021,FALSE,8,U.S. Bank Stadium,MIN,MIN,DAL@MIN,2021_MIN,20,2021,20,16,-4,16
JAX,JAX,DAL,DALJAX,10/29/2000,FALSE,9,Texas Stadium,DAL,JAX,JAX@DAL,2000_JAX,17,2000,23,17,4,23
MIA,MIA,DEN,DENMIA,11/2/2008,FALSE,9,Sports Authority Field at Mile High,DEN,DEN,MIA@DEN,2008_DEN,26,2008,26,17,-4,17
MIA,MIA,DEN,DENMIA,11/2/2008,FALSE,9,Sports Authority Field at Mile High,DEN,MIA,MIA@DEN,2008_MIA,17,2008,26,17,4,26
LAC,LAC,NYG,LACNYG,11/8/2009,FALSE,9,Giants Stadium,NYG,LAC,LAC@NYG,2009_LAC,20,2009,21,20,4.5,21
LAC,LAC,NYG,LACNYG,11/8/2009,FALSE,9,Giants Stadium,NYG,NYG,LAC@NYG,2009_NYG,21,2009,21,20,-4.5,20
MIA,MIA,KC,KCMIA,11/6/2011,FALSE,9,Arrowhead Stadium,KC,KC,MIA@KC,2011_KC,31,2011,31,3,-4,3
MIA,MIA,KC,KCMIA,11/6/2011,FALSE,9,Arrowhead Stadium,KC,MIA,MIA@KC,2011_MIA,3,2011,31,3,4,31
PHI,PHI,GB,GBPHI,11/10/2003,FALSE,10,Lambeau Field,GB,PHI,PHI@GB,2003_PHI,14,2003,17,14,4.5,17
CIN,CIN,WAS,CINWAS,11/14/2004,FALSE,10,FedEx Field,WAS,CIN,CIN@WAS,2004_CIN,10,2004,17,10,4,17
CIN,CIN,WAS,CINWAS,11/14/2004,FALSE,10,FedEx Field,WAS,WAS,CIN@WAS,2004_WAS,17,2004,17,10,-4,10
SF,SF,DET,DETSF,11/12/2006,FALSE,10,Ford Field,DET,DET,SF@DET,2006_DET,19,2006,19,13,-6,13
SF,SF,DET,DETSF,11/12/2006,FALSE,10,Ford Field,DET,SF,SF@DET,2006_SF,13,2006,19,13,6,19
CAR,CAR,SF,CARSF,11/10/2013,FALSE,10,Candlestick Park,SF,CAR,CAR@SF,2013_CAR,9,2013,10,9,5.5,10
CAR,CAR,SF,CARSF,11/10/2013,FALSE,10,Candlestick Park,SF,SF,CAR@SF,2013_SF,10,2013,10,9,-5.5,9
JAX,JAX,BAL,BALJAX,11/15/2015,FALSE,10,M&T Bank Stadium,BAL,BAL,JAX@BAL,2015_BAL,22,2015,22,20,-5,20
JAX,JAX,BAL,BALJAX,11/15/2015,FALSE,10,M&T Bank Stadium,BAL,JAX,JAX@BAL,2015_JAX,20,2015,22,20,5,22
MIA,MIA,PHI,MIAPHI,11/15/2015,FALSE,10,Lincoln Financial Field,PHI,MIA,MIA@PHI,2015_MIA,19,2015,20,19,6,20
MIA,MIA,PHI,MIAPHI,11/15/2015,FALSE,10,Lincoln Financial Field,PHI,PHI,MIA@PHI,2015_PHI,20,2015,20,19,-6,19
LVR,LVR,WAS,LVRWAS,11/20/2005,FALSE,11,FedEx Field,WAS,LVR,LVR@WAS,2005_LVR,13,2005,16,13,6,16
LVR,LVR,WAS,LVRWAS,11/20/2005,FALSE,11,FedEx Field,WAS,WAS,LVR@WAS,2005_WAS,16,2005,16,13,-6,13
HOU,HOU,CLE,CLEHOU,11/16/2014,FALSE,11,FirstEnergy Stadium,CLE,CLE,HOU@CLE,2014_CLE,23,2014,23,7,-4.5,7
HOU,HOU,CLE,CLEHOU,11/16/2014,FALSE,11,FirstEnergy Stadium,CLE,HOU,HOU@CLE,2014_HOU,7,2014,23,7,4.5,23
WAS,WAS,LAR,LARWAS,11/20/2000,FALSE,12,Edward Jones Dome,LAR,WAS,WAS@LAR,2000_WAS,20,2000,33,20,5.5,33
